fullname,html,id,likes,replies,retweets,text,timestamp,url,user,action
PINnetworkGW,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">.<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33074382"" dir=""ltr"" href=""/CamGuthrie""><s>@</s><b>CamGuthrie</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Guelph?src=hash""><s>#</s><b>Guelph</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> challenge  'The possibilities are endless' <a class=""twitter-timeline-link"" data-expanded-url=""http://www.volunteergw.ca"" dir=""ltr"" href=""https://t.co/Kt48kJf1cU"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.volunteergw.ca""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">volunteergw.ca</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Guelphproud?src=hash""><s>#</s><b>Guelphproud</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/CamGuthrie/status/825047339324805121"" dir=""ltr"" href=""https://t.co/rMCWrFtPC3"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/CamGuthrie/status/825047339324805121""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/CamGuthrie/sta</span><span class=""invisible"">tus/825047339324805121</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.25E+17,0,0,0,.@CamGuthrie #Guelph #3thingsforcanada challenge  'The possibilities are endless' http://www.volunteergw.ca  #Guelphproudhttps://twitter.com/CamGuthrie/status/825047339324805121 …,2017-01-27T19:42:52,/PINnetworkGW/status/825066565523603458,PINnetworkGW,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">can't wait to hear about it! And don't forget to challenge your friends to do their <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a></p>",8.25E+17,1,0,0,can't wait to hear about it! And don't forget to challenge your friends to do their #3ThingsforCanada,2017-01-27T16:32:19,/3ThingsCanada/status/825018611966173184,3ThingsCanada,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Fantastic! Show us what you got Guelph <img alt=""??"" aria-label=""Emoji: Smiling face with smiling eyes"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60a.png"" title=""Smiling face with smiling eyes""/> Thanks <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33074382"" dir=""ltr"" href=""/CamGuthrie""><s>@</s><b>CamGuthrie</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/brettwreichert/status/824978348048777217"" dir=""ltr"" href=""https://t.co/6BlqhgYyBb"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/brettwreichert/status/824978348048777217""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/brettwreichert</span><span class=""invisible"">/status/824978348048777217</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.25E+17,5,0,4,Fantastic! Show us what you got Guelph  Thanks @CamGuthrie #3ThingsforCanada https://twitter.com/brettwreichert/status/824978348048777217 …,2017-01-27T16:21:59,/3ThingsCanada/status/825016012084875264,3ThingsCanada,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Thank you <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""715597300676972545"" dir=""ltr"" href=""/Ascension_CCSD""><s>@</s><b>Ascension_CCSD</b></a> for embracing <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a>! We love hearing about your acts of service. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/ascension_ccsd/status/824828969304231936"" dir=""ltr"" href=""https://t.co/aaEPfUWZSs"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/ascension_ccsd/status/824828969304231936""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/ascension_ccsd</span><span class=""invisible"">/status/824828969304231936</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.25E+17,2,0,0,Thank you @Ascension_CCSD for embracing #3thingsforcanada! We love hearing about your acts of service. https://twitter.com/ascension_ccsd/status/824828969304231936 …,2017-01-27T16:17:52,/3ThingsCanada/status/825014972572774400,3ThingsCanada,n
PINnetworkGW,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Up for the challenge <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Guelph?src=hash""><s>#</s><b>Guelph</b></a>? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsForCanada?src=hash""><s>#</s><b><strong>3ThingsForCanada</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""809424682940121088"" dir=""ltr"" href=""/3ThingsCanada""><s>@</s><b>3ThingsCanada</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/brettwreichert/status/824978348048777217"" dir=""ltr"" href=""https://t.co/j3ZVQLIJ77"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/brettwreichert/status/824978348048777217""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/brettwreichert</span><span class=""invisible"">/status/824978348048777217</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.25E+17,0,0,1,Up for the challenge #Guelph? #3ThingsForCanada @3ThingsCanadahttps://twitter.com/brettwreichert/status/824978348048777217 …,2017-01-27T16:16:29,/PINnetworkGW/status/825014624449728513,PINnetworkGW,n
MakeItMerry,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Of course, we love everything about this!!  <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/thankyou?src=hash""><s>#</s><b>thankyou</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a></p>",8.25E+17,0,0,0,"Of course, we love everything about this!!  #thankyou #3thingsforcanada #Canada150",2017-01-27T01:54:51,/UcanMakeItMerry/status/824797790500855808,UcanMakeItMerry,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Mayor <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a> visited Ascension of Our Lord School today to hear about their <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> and the incredible ways they're giving back! <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/5W2rBCm2F9"">pic.twitter.com/5W2rBCm2F9</a></p>",8.25E+17,18,1,13,Mayor @nenshi visited Ascension of Our Lord School today to hear about their #3thingsforcanada and the incredible ways they're giving back! pic.twitter.com/5W2rBCm2F9,2017-01-26T22:27:41,/3ThingsCanada/status/824745651825111040,3ThingsCanada,y
Cheri Macaulay,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Volunteering gives my life meaning every day and I'm proud to be volunteering for <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a>. Will YOU commit to 3 gifts of service? <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/3thingscanada/status/824684006918615040"" dir=""ltr"" href=""https://t.co/SkqHlumH69"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/3thingscanada/status/824684006918615040""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/3thingscanada/</span><span class=""invisible"">status/824684006918615040</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.25E+17,3,0,1,Volunteering gives my life meaning every day and I'm proud to be volunteering for #3ThingsforCanada. Will YOU commit to 3 gifts of service? https://twitter.com/3thingscanada/status/824684006918615040 …,2017-01-26T18:34:26,/cheriyyc/status/824686955547877376,cheriyyc,n
Centre for Newcomers,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">What would you give Canada for her 150th birthday? <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/2kx9FRe"" dir=""ltr"" href=""https://t.co/RKK3unsKBm"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/2kx9FRe""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2kx9FRe</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada?src=hash""><s>#</s><b>Canada</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/birthday?src=hash""><s>#</s><b>birthday</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/calgary?src=hash""><s>#</s><b>calgary</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/yyc?src=hash""><s>#</s><b>yyc</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/LWoxTgNPch"">pic.twitter.com/LWoxTgNPch</a></p>",8.25E+17,0,0,0,What would you give Canada for her 150th birthday? http://bit.ly/2kx9FRe  #Canada #Canada150 #birthday #3ThingsforCanada #calgary #yycpic.twitter.com/LWoxTgNPch,2017-01-26T16:01:27,/YYCNewcomers/status/824648456182472704,YYCNewcomers,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""18724209"" dir=""ltr"" href=""/Daorcey""><s>@</s><b>Daorcey</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""25622514"" dir=""ltr"" href=""/mountroyal4u""><s>@</s><b>mountroyal4u</b></a> And if everyone in that room does <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a>, that's a whole lotta gifts of service coming up.</p>",8.25E+17,1,0,0,"@Daorcey @mountroyal4u And if everyone in that room does #3ThingsforCanada, that's a whole lotta gifts of service coming up.",2017-01-26T13:58:37,/3ThingsCanada/status/824617541985193984,3ThingsCanada,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Well, you just made ours. Thanks for helping us get the word out. And do keep in touch. We'd love to hear your <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a>.</p>",8.24E+17,2,0,0,"Well, you just made ours. Thanks for helping us get the word out. And do keep in touch. We'd love to hear your #3ThingsforCanada.",2017-01-26T00:06:19,/3ThingsCanada/status/824408085766692867,3ThingsCanada,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Sure is! Great to see folks across the country spreading the word about <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a>. Thanks, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""779374896618975233"" dir=""ltr"" href=""/DemocracyKit""><s>@</s><b>DemocracyKit</b></a>!<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/neclose/status/824118747082395648"" dir=""ltr"" href=""https://t.co/tBNnNqiAYZ"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/neclose/status/824118747082395648""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/neclose/status</span><span class=""invisible"">/824118747082395648</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.24E+17,2,0,3,"Sure is! Great to see folks across the country spreading the word about #3ThingsforCanada. Thanks, @DemocracyKit!https://twitter.com/neclose/status/824118747082395648 …",2017-01-25T15:02:56,/3ThingsCanada/status/824271341490581504,3ThingsCanada,n
Christine Arthurs,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Imagine if we connected these dots! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BellLetsTalk?src=hash""><s>#</s><b>BellLetsTalk</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a> <a class=""twitter-timeline-link"" data-expanded-url=""https://www.suicideinfo.ca/resource/canada-needs-national-suicide-prevention-strategy/?utm_content=bufferb2d6e&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer"" dir=""ltr"" href=""https://t.co/9TCsaFfJt8"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.suicideinfo.ca/resource/canada-needs-national-suicide-prevention-strategy/?utm_content=bufferb2d6e&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">suicideinfo.ca/resource/canad</span><span class=""invisible"">a-needs-national-suicide-prevention-strategy/?utm_content=bufferb2d6e&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/justintrudeau/status/824255266137001984"" dir=""ltr"" href=""https://t.co/xcEXXnfkUf"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/justintrudeau/status/824255266137001984""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/justintrudeau/</span><span class=""invisible"">status/824255266137001984</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.24E+17,4,0,2,Imagine if we connected these dots! #BellLetsTalk #3thingsforcanada @nenshi https://www.suicideinfo.ca/resource/canada-needs-national-suicide-prevention-strategy/?utm_content=bufferb2d6e&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …https://twitter.com/justintrudeau/status/824255266137001984 …,2017-01-25T14:28:20,/carthursyyc/status/824262633553465345,carthursyyc,n
Jonathan Brehaut,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">If someone or something causes you to be upset, look inward as there is work to be done there. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mindfulness?src=hash""><s>#</s><b>mindfulness</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Mindset?src=hash""><s>#</s><b>Mindset</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a></p>",8.24E+17,1,0,0,"If someone or something causes you to be upset, look inward as there is work to be done there. #mindfulness #Mindset #3thingsforcanada",2017-01-25T14:14:31,/JBrehaut/status/824259157981204480,JBrehaut,n
Jack Altenhofen,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">hey, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a>, where can I get a <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> pin?</p>",8.24E+17,1,1,0,"hey, @nenshi, where can I get a #3thingsforcanada pin?",2017-01-25T07:06:07,/AltenhofenYYC/status/824151344562966528,AltenhofenYYC,n
Cheri Macaulay,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">It's true, they really do. What a pleasure to meet these women today and hear what they're planning. Sure made MY day! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/3thingscanada/status/824075082276278272"" dir=""ltr"" href=""https://t.co/FEl6J8N22p"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/3thingscanada/status/824075082276278272""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/3thingscanada/</span><span class=""invisible"">status/824075082276278272</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.24E+17,2,0,0,"It's true, they really do. What a pleasure to meet these women today and hear what they're planning. Sure made MY day! #3ThingsforCanada https://twitter.com/3thingscanada/status/824075082276278272 …",2017-01-25T02:14:26,/cheriyyc/status/824077940539265025,cheriyyc,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Way to go, you wonderful humans, you. 7th Guides, you rock. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/vicmoyyc/status/824074137622585345"" dir=""ltr"" href=""https://t.co/PCdb55vCRd"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/vicmoyyc/status/824074137622585345""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/vicmoyyc/statu</span><span class=""invisible"">s/824074137622585345</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.24E+17,2,0,1,"Way to go, you wonderful humans, you. 7th Guides, you rock. #3ThingsforCanada https://twitter.com/vicmoyyc/status/824074137622585345 …",2017-01-25T02:06:11,/3ThingsCanada/status/824075865575174145,3ThingsCanada,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">These Community Ambassadors with <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a> today? They're smiling because they've got the BEST <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> idea, just you wait and see. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/QGKBdsZCam"">pic.twitter.com/QGKBdsZCam</a></p>",8.24E+17,5,0,1,"These Community Ambassadors with @nenshi today? They're smiling because they've got the BEST #3ThingsforCanada idea, just you wait and see. pic.twitter.com/QGKBdsZCam",2017-01-25T02:03:04,/3ThingsCanada/status/824075082276278272,3ThingsCanada,n
Connie Jakab,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Thx <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""26307306"" dir=""ltr"" href=""/andrewphung""><s>@</s><b>andrewphung</b></a>. Here are my <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a>. I challenge <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""294657641"" dir=""ltr"" href=""/DaveCBonk""><s>@</s><b>DaveCBonk</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""169092240"" dir=""ltr"" href=""/michaelgretton""><s>@</s><b>michaelgretton</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""105562617"" dir=""ltr"" href=""/RebeccaD_Emcee""><s>@</s><b>RebeccaD_Emcee</b></a> to take on this challenge & pass on!<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/CIz0SztGQ9"">pic.twitter.com/CIz0SztGQ9</a></p>",8.27E+17,6,0,2,Thx @andrewphung. Here are my #3ThingsforCanada. I challenge @DaveCBonk @michaelgretton @RebeccaD_Emcee to take on this challenge & pass on!pic.twitter.com/CIz0SztGQ9,2017-02-02T21:57:41,/ConnieJakab/status/827274818378616833,ConnieJakab,n
Andrew Phung,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Here are my <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a>! I now challenge <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""125202835"" dir=""ltr"" href=""/KennyVLimaC""><s>@</s><b>KennyVLimaC</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""30056436"" dir=""ltr"" href=""/ConnieJakab""><s>@</s><b>ConnieJakab</b></a> and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""94404699"" dir=""ltr"" href=""/KaliYVR""><s>@</s><b>KaliYVR</b></a> to do theirs and to challenge 3 friends! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/canada?src=hash""><s>#</s><b>canada</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/mFXauMxrER"">pic.twitter.com/mFXauMxrER</a></p>",8.27E+17,27,0,10,Here are my #3ThingsforCanada! I now challenge @KennyVLimaC @ConnieJakab and @KaliYVR to do theirs and to challenge 3 friends! #canadapic.twitter.com/mFXauMxrER,2017-02-02T21:02:25,/andrewphung/status/827260910964084737,andrewphung,n
Empower Me (R),"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Great challenge!! What will your <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforCanada?src=hash""><s>#</s><b><strong>3thingsforCanada</strong></b></a> be? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/communitiy?src=hash""><s>#</s><b>communitiy</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/inclusivity?src=hash""><s>#</s><b>inclusivity</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/EmpowerMeBC?src=hash""><s>#</s><b>EmpowerMeBC</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/3ThingsCanada/status/815637000082497536"" dir=""ltr"" href=""https://t.co/PiSm2FU3Q2"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/3ThingsCanada/status/815637000082497536""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/3ThingsCanada/</span><span class=""invisible"">status/815637000082497536</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.27E+17,1,0,0,Great challenge!! What will your #3thingsforCanada be? #communitiy #inclusivity #EmpowerMeBChttps://twitter.com/3ThingsCanada/status/815637000082497536 …,2017-02-02T19:55:50,/EmpowerMeBC/status/827244154711207936,EmpowerMeBC,n
Janelle BB,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">What are You Doing to Make this World a Better Place? Here is a fun project to do this year. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforCanada?src=hash""><s>#</s><b><strong>3thingsforCanada</strong></b></a> <a class=""twitter-timeline-link"" data-expanded-url=""http://buff.ly/2kHXJfG"" dir=""ltr"" href=""https://t.co/RlmCmLnAi0"" rel=""nofollow noopener"" target=""_blank"" title=""http://buff.ly/2kHXJfG""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">buff.ly/2kHXJfG</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",8.27E+17,0,0,0,What are You Doing to Make this World a Better Place? Here is a fun project to do this year. #3thingsforCanada http://buff.ly/2kHXJfG ,2017-02-02T17:42:01,/JanelleBB/status/827210477650448385,JanelleBB,n
