fullname,html,id,likes,replies,retweets,text,timestamp,url,user,action
Kathy Randle,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">My <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> - postcard ready to roll!! <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1154485711"" dir=""ltr"" href=""/StrategicGrp""><s>@</s><b>StrategicGrp</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3171081212"" dir=""ltr"" href=""/emc2events""><s>@</s><b>emc2events</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MayorsLunch?src=hash""><s>#</s><b>MayorsLunch</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/theexperiencematters?src=hash""><s>#</s><b>theexperiencematters</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/76Z6jpHwmU"">pic.twitter.com/76Z6jpHwmU</a></p>",8.45E+17,5,0,1,My #3ThingsforCanada - postcard ready to roll!! @StrategicGrp @emc2events #MayorsLunch #theexperiencematterspic.twitter.com/76Z6jpHwmU,2017-03-22T20:09:13,/KathyRandle/status/844642141938757632,KathyRandle,n
GOOD Company,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Great <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> ideas Nancy! Got some ideas of our own after an inspiring <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MayorsLunch?src=hash""><s>#</s><b>MayorsLunch</b></a> today!<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/neclose/status/844623710468263936"" dir=""ltr"" href=""https://t.co/funhQe7StX"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/neclose/status/844623710468263936""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/neclose/status</span><span class=""invisible"">/844623710468263936</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.45E+17,4,1,0,Great #3thingsforcanada ideas Nancy! Got some ideas of our own after an inspiring #MayorsLunch today!https://twitter.com/neclose/status/844623710468263936 …,2017-03-22T20:08:02,/_goodcompany/status/844641843228786689,_goodcompany,n
paula timm,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Love this city and our mayor!! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/yycarts?src=hash""><s>#</s><b>yycarts</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/yyclcl?src=hash""><s>#</s><b>yyclcl</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/yyc?src=hash""><s>#</s><b>yyc</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mayorslunch?src=hash""><s>#</s><b>mayorslunch</b></a> <a class=""twitter-timeline-link"" data-expanded-url=""http://fb.me/22rE3RwF9"" dir=""ltr"" href=""https://t.co/auiJho3Qdi"" rel=""nofollow noopener"" target=""_blank"" title=""http://fb.me/22rE3RwF9""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">fb.me/22rE3RwF9</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",8.45E+17,1,0,0,Love this city and our mayor!! #yycarts #yyclcl #yyc #3thingsforcanada #mayorslunch http://fb.me/22rE3RwF9 ,2017-03-22T19:41:20,/paula_timm/status/844635121567203328,paula_timm,n
paula timm,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">LOVE THIS DAY!! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mayorslunch?src=hash""><s>#</s><b>mayorslunch</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/yyc?src=hash""><s>#</s><b>yyc</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1154485711"" dir=""ltr"" href=""/StrategicGrp""><s>@</s><b>StrategicGrp</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/yyclcl?src=hash""><s>#</s><b>yyclcl</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/7Yclh1hi6V"">pic.twitter.com/7Yclh1hi6V</a></p>",8.45E+17,3,0,0,LOVE THIS DAY!! #3thingsforcanada #mayorslunch #yyc @StrategicGrp @nenshi #yyclclpic.twitter.com/7Yclh1hi6V,2017-03-22T19:38:33,/paula_timm/status/844634420657061888,paula_timm,n
Strategic Group,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MayorsLunch?src=hash""><s>#</s><b>MayorsLunch</b></a> what are your <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/hg6tD87jWM"">pic.twitter.com/hg6tD87jWM</a></p>",8.45E+17,1,0,0,#MayorsLunch what are your #3thingsforcanada pic.twitter.com/hg6tD87jWM,2017-03-22T19:37:31,/StrategicGrp/status/844634161189011456,StrategicGrp,n
Allison Moore,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">They gave us markers! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mayorslunch?src=hash""><s>#</s><b>mayorslunch</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/yyclcl?src=hash""><s>#</s><b>yyclcl</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/yycarts?src=hash""><s>#</s><b>yycarts</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/paradeofwonders?src=hash""><s>#</s><b>paradeofwonders</b></a>… <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BR88872DcAW/"" dir=""ltr"" href=""https://t.co/pdhC6k2BYO"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BR88872DcAW/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BR88872DcAW/</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",8.45E+17,1,0,0,They gave us markers! #3thingsforcanada #mayorslunch #yyclcl #yycarts #paradeofwonders… https://www.instagram.com/p/BR88872DcAW/ ,2017-03-22T19:37:01,/Allisonlmoore/status/844634038497431552,Allisonlmoore,n
Chima Nkemdirim,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Mayor <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a> the power of our community is that we are open to new people and new ideas <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mayorslunch?src=hash""><s>#</s><b>mayorslunch</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a></p>",8.45E+17,10,1,1,Mayor @nenshi the power of our community is that we are open to new people and new ideas #mayorslunch #3thingsforcanada,2017-03-22T19:35:22,/chimaincalgary/status/844633620652318720,chimaincalgary,n
Patti Pon,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Here are my 3 things...what are yours?!?! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MayorsLunch?src=hash""><s>#</s><b>MayorsLunch</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/yycarts?src=hash""><s>#</s><b>yycarts</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/yyclcl?src=hash""><s>#</s><b>yyclcl</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1154485711"" dir=""ltr"" href=""/StrategicGrp""><s>@</s><b>StrategicGrp</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""17469823"" dir=""ltr"" href=""/CalgaryArtsDev""><s>@</s><b>CalgaryArtsDev</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/P8z2MBpzi9"">pic.twitter.com/P8z2MBpzi9</a></p>",8.45E+17,6,0,2,Here are my 3 things...what are yours?!?! #3ThingsforCanada #MayorsLunch #yycarts #yyclcl @StrategicGrp @CalgaryArtsDevpic.twitter.com/P8z2MBpzi9,2017-03-22T19:33:55,/PattiPon/status/844633254464401408,PattiPon,n
Nancy Close,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Thank you <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1154485711"" dir=""ltr"" href=""/StrategicGrp""><s>@</s><b>StrategicGrp</b></a> and I have now completed ideas for my <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsForCanada?src=hash""><s>#</s><b><strong>3ThingsForCanada</strong></b></a> at <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MayorsLunch?src=hash""><s>#</s><b>MayorsLunch</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/GZYK0A0AVx"">pic.twitter.com/GZYK0A0AVx</a></p>",8.45E+17,2,0,0,Thank you @StrategicGrp and I have now completed ideas for my #3ThingsForCanada at #MayorsLunchpic.twitter.com/GZYK0A0AVx,2017-03-22T19:33:28,/neclose/status/844633141507645440,neclose,n
Lisha Hassanali,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Drawing my <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MayorsLunch?src=hash""><s>#</s><b>MayorsLunch</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/yyc?src=hash""><s>#</s><b>yyc</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/yEkI4vWOsO"">pic.twitter.com/yEkI4vWOsO</a></p>",8.45E+17,4,0,0,Drawing my #3thingsforcanada #MayorsLunch #yycpic.twitter.com/yEkI4vWOsO,2017-03-22T19:33:16,/lishalovesfilm/status/844633094204252160,lishalovesfilm,n
Kurt Kadatz,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">""I'm reaching out to all Canadians from coast to coast to coast... to build humanity through service""  <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a> on <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a></p>",8.45E+17,7,0,3,"""I'm reaching out to all Canadians from coast to coast to coast... to build humanity through service""  @nenshi on #3ThingsforCanada",2017-03-22T19:22:25,/kadatz/status/844630362898649089,kadatz,n
Nicole Dawe,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">My 3 things. Cheated a little with the narration! What a lovely time. Thanks for the invite <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""75380164"" dir=""ltr"" href=""/CalgFoundation""><s>@</s><b>CalgFoundation</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MayorsLunch?src=hash""><s>#</s><b>MayorsLunch</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/QgaHIB0i6F"">pic.twitter.com/QgaHIB0i6F</a></p>",8.45E+17,6,0,0,My 3 things. Cheated a little with the narration! What a lovely time. Thanks for the invite @CalgFoundation #MayorsLunch #3ThingsforCanada pic.twitter.com/QgaHIB0i6F,2017-03-22T19:22:14,/nicoledawe/status/844630316689965056,nicoledawe,n
Andrea McManus,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">What are your <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> in our sesguecentennial Year? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MayorsLunch?src=hash""><s>#</s><b>MayorsLunch</b></a></p>",8.45E+17,1,0,0,What are your #3thingsforcanada in our sesguecentennial Year? #MayorsLunch,2017-03-22T19:22:09,/ajsmcmanus/status/844630296435712000,ajsmcmanus,n
Connie Jakab,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a> challenging our nation to do 3 things for our communities to use our arts for our community. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MayorsLunch?src=hash""><s>#</s><b>MayorsLunch</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/BT22otxveT"">pic.twitter.com/BT22otxveT</a></p>",8.45E+17,2,0,0,@nenshi challenging our nation to do 3 things for our communities to use our arts for our community. #3thingsforcanada #MayorsLunchpic.twitter.com/BT22otxveT,2017-03-22T19:21:19,/ConnieJakab/status/844630086095556608,ConnieJakab,n
Mrs Snihura Sparkles,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Creating Birthday Bags for <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""41387164"" dir=""ltr"" href=""/CalgaryFoodBank""><s>@</s><b>CalgaryFoodBank</b></a>! We put together 87 bags for families in need! <img alt=""??"" aria-label=""Emoji: Birthday cake"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f382.png"" title=""Birthday cake""/> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2604768086"" dir=""ltr"" href=""/ffca_see""><s>@</s><b>ffca_see</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2820066888"" dir=""ltr"" href=""/FFCA_Board""><s>@</s><b>FFCA_Board</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsForCanada?src=hash""><s>#</s><b><strong>3ThingsForCanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/5Li7ka3olj"">pic.twitter.com/5Li7ka3olj</a></p>",8.61E+17,6,0,4,Creating Birthday Bags for @CalgaryFoodBank! We put together 87 bags for families in need!  @ffca_see @FFCA_Board @nenshi #3ThingsForCanada pic.twitter.com/5Li7ka3olj,2017-05-05T23:36:11,/Sparkle_Fingers/status/860639289259864066,Sparkle_Fingers,n
Mrs Snihura Sparkles,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Spreading <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/kindness?src=hash""><s>#</s><b>kindness</b></a> by painting <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/positive?src=hash""><s>#</s><b>positive</b></a> rocks, adding a <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/card?src=hash""><s>#</s><b>card</b></a>, delivering to neighbours! <img alt=""??"" aria-label=""Emoji: Artist palette"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f3a8.png"" title=""Artist palette""/> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2604768086"" dir=""ltr"" href=""/ffca_see""><s>@</s><b>ffca_see</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2820066888"" dir=""ltr"" href=""/FFCA_Board""><s>@</s><b>FFCA_Board</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsForCanada?src=hash""><s>#</s><b><strong>3ThingsForCanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Gv4ELvqu46"">pic.twitter.com/Gv4ELvqu46</a></p>",8.61E+17,6,0,4,"Spreading #kindness by painting #positive rocks, adding a #card, delivering to neighbours!  @ffca_see @FFCA_Board @nenshi #3ThingsForCanada pic.twitter.com/Gv4ELvqu46",2017-05-05T23:21:59,/Sparkle_Fingers/status/860635715280879616,Sparkle_Fingers,y
Ms. N,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Thx <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GuyWeadickEPIC?src=hash""><s>#</s><b>GuyWeadickEPIC</b></a> Ss with Veteran's Food Bank drive.  Our OPERAtunity 4 giving <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3593549899"" dir=""ltr"" href=""/GuyWeadick""><s>@</s><b>GuyWeadick</b></a> opera performances last night <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/JVnmkVypjT"">pic.twitter.com/JVnmkVypjT</a></p>",8.61E+17,8,0,4,Thx #GuyWeadickEPIC Ss with Veteran's Food Bank drive.  Our OPERAtunity 4 giving @GuyWeadick opera performances last night #3ThingsforCanada pic.twitter.com/JVnmkVypjT,2017-05-05T21:43:51,/GWSNicholls/status/860611020007522304,GWSNicholls,y
Passion 2 Teach,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Planting produce for our fellow Calgarians! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforCanada?src=hash""><s>#</s><b><strong>3thingsforCanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GrowCalgary?src=hash""><s>#</s><b>GrowCalgary</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/characterconference2017?src=hash""><s>#</s><b>characterconference2017</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2820066888"" dir=""ltr"" href=""/FFCA_Board""><s>@</s><b>FFCA_Board</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2283032084"" dir=""ltr"" href=""/ffcaedu""><s>@</s><b>ffcaedu</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ffca_see?src=hash""><s>#</s><b>ffca_see</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/v9QyF35bll"">pic.twitter.com/v9QyF35bll</a></p>",8.61E+17,0,0,2,Planting produce for our fellow Calgarians! #3thingsforCanada #GrowCalgary #characterconference2017 @FFCA_Board @ffcaedu #ffca_seepic.twitter.com/v9QyF35bll,2017-05-05T20:33:42,/Passion_2_Teach/status/860593367813570560,Passion_2_Teach,y
Volunteer Alberta,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforCanada?src=hash""><s>#</s><b><strong>3thingsforCanada</strong></b></a> is a great initiative encouraging Canadians to formally/informally volunteer! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/cfnwab/status/860467874154131458"" dir=""ltr"" href=""https://t.co/gXqyxF9CZU"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/cfnwab/status/860467874154131458""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/cfnwab/status/</span><span class=""invisible"">860467874154131458</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.61E+17,2,0,4,#3thingsforCanada is a great initiative encouraging Canadians to formally/informally volunteer! https://twitter.com/cfnwab/status/860467874154131458 …,2017-05-05T19:57:21,/VolunteerAB/status/860584220707745796,VolunteerAB,n
